               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,   metrics/cells_mAP,metrics/cells_mAP_50
                 135,            0.057564,             0.38292,                   0,             0.85862,              0.7827,             0.87985,             0.53948,            0.052707,             0.78583,                   0,            0.005578,            0.005578,            0.005578,             0.53948,             0.87985
                 136,            0.052371,             0.47627,                   0,             0.85862,              0.7827,             0.87985,             0.53948,            0.052707,             0.78577,                   0,            0.005545,            0.005545,            0.005545,             0.53948,             0.87985
                 137,            0.043346,             0.35201,                   0,             0.93413,             0.75776,             0.86287,              0.4944,            0.054337,              0.7915,                   0,            0.005512,            0.005512,            0.005512,              0.4944,             0.86287
                 138,            0.051843,             0.41875,                   0,             0.93413,             0.75776,             0.86287,              0.4944,            0.054337,             0.79163,                   0,            0.005479,            0.005479,            0.005479,              0.4944,             0.86287
                 139,            0.047281,             0.36084,                   0,             0.80693,              0.8028,             0.87995,             0.53769,            0.052614,             0.79517,                   0,            0.005446,            0.005446,            0.005446,             0.53769,             0.87995
                 140,            0.045828,             0.40048,                   0,             0.80693,              0.8028,             0.87995,             0.53769,            0.052614,             0.79517,                   0,            0.005413,            0.005413,            0.005413,             0.53769,             0.87995
                 141,            0.046344,              0.3739,                   0,             0.84651,             0.86496,             0.92073,             0.55788,            0.049583,             0.78265,                   0,             0.00538,             0.00538,             0.00538,             0.55788,             0.92073
                 142,            0.046913,             0.43555,                   0,             0.84651,             0.86496,             0.92073,             0.55788,            0.049583,             0.78308,                   0,            0.005347,            0.005347,            0.005347,             0.55788,             0.92073
                 143,            0.042507,             0.34995,                   0,             0.80546,             0.86794,             0.90105,              0.5572,            0.052685,             0.80554,                   0,            0.005314,            0.005314,            0.005314,              0.5572,             0.90105
                 144,            0.050195,              0.4272,                   0,             0.80546,             0.86794,             0.90105,              0.5572,            0.052685,             0.80554,                   0,            0.005281,            0.005281,            0.005281,              0.5572,             0.90105
                 145,            0.046478,             0.35331,                   0,             0.76733,             0.88665,              0.8917,             0.57574,              0.0518,             0.79596,                   0,            0.005248,            0.005248,            0.005248,             0.57574,              0.8917
                 146,            0.044657,             0.39767,                   0,             0.76733,             0.88665,              0.8917,             0.57574,              0.0518,             0.79565,                   0,            0.005215,            0.005215,            0.005215,             0.57574,              0.8917
                 147,            0.045309,             0.37747,                   0,             0.82695,             0.86646,             0.90629,             0.57855,            0.051678,             0.80237,                   0,            0.005182,            0.005182,            0.005182,             0.57855,             0.90629
                 148,            0.049907,             0.40478,                   0,             0.82695,             0.86646,             0.90629,             0.57855,            0.051678,             0.80261,                   0,            0.005149,            0.005149,            0.005149,             0.57855,             0.90629
                 149,            0.042941,             0.34518,                   0,             0.84219,             0.87578,             0.92405,              0.5719,             0.05113,               0.776,                   0,            0.005116,            0.005116,            0.005116,              0.5719,             0.92405
                 150,            0.053021,             0.52074,                   0,             0.84219,             0.87578,             0.92405,              0.5719,             0.05113,             0.77618,                   0,            0.005083,            0.005083,            0.005083,              0.5719,             0.92405
                 151,            0.048151,             0.44322,                   0,             0.88784,               0.885,             0.93822,             0.60058,            0.047512,             0.80206,                   0,             0.00505,             0.00505,             0.00505,             0.60058,             0.93822
                 152,            0.040185,             0.35988,                   0,             0.88784,               0.885,             0.93822,             0.60058,            0.047512,             0.80164,                   0,            0.005017,            0.005017,            0.005017,             0.60058,             0.93822
                 153,            0.045424,             0.37257,                   0,             0.71035,             0.82635,             0.81526,             0.47735,            0.059304,             0.85693,                   0,            0.004984,            0.004984,            0.004984,             0.47735,             0.81526
                 154,            0.053473,             0.46567,                   0,             0.71035,             0.82635,             0.81526,             0.47735,            0.059304,             0.85669,                   0,            0.004951,            0.004951,            0.004951,             0.47735,             0.81526
                 155,            0.049254,             0.40467,                   0,              0.8565,             0.88665,             0.93655,             0.59473,            0.049268,             0.80872,                   0,            0.004918,            0.004918,            0.004918,             0.59473,             0.93655
                 156,            0.044984,             0.39984,                   0,              0.8565,             0.88665,             0.93655,             0.59473,            0.049268,             0.80865,                   0,            0.004885,            0.004885,            0.004885,             0.59473,             0.93655
                 157,            0.041537,              0.3701,                   0,              0.8566,             0.88119,             0.92976,             0.57996,            0.050064,             0.81482,                   0,            0.004852,            0.004852,            0.004852,             0.57996,             0.92976
                 158,            0.050149,             0.46042,                   0,              0.8566,             0.88119,             0.92976,             0.57996,            0.050064,             0.81451,                   0,            0.004819,            0.004819,            0.004819,             0.57996,             0.92976
                 159,            0.044431,             0.39199,                   0,             0.82195,             0.85714,             0.90679,             0.57185,            0.050103,             0.83716,                   0,            0.004786,            0.004786,            0.004786,             0.57185,             0.90679
                 160,            0.042002,             0.33999,                   0,             0.82195,             0.85714,             0.90679,             0.57185,            0.050103,             0.83655,                   0,            0.004753,            0.004753,            0.004753,             0.57185,             0.90679
                 161,            0.044767,             0.37923,                   0,             0.83857,             0.86957,             0.91955,             0.57465,            0.050576,              0.8075,                   0,             0.00472,             0.00472,             0.00472,             0.57465,             0.91955
                 162,            0.045333,             0.38793,                   0,             0.83857,             0.86957,             0.91955,             0.57465,            0.050576,             0.80731,                   0,            0.004687,            0.004687,            0.004687,             0.57465,             0.91955
                 163,            0.042397,             0.34294,                   0,             0.87258,             0.86491,             0.93127,             0.59724,             0.05006,             0.80066,                   0,            0.004654,            0.004654,            0.004654,             0.59724,             0.93127
                 164,            0.043685,             0.36202,                   0,             0.87258,             0.86491,             0.93127,             0.59724,             0.05006,              0.8009,                   0,            0.004621,            0.004621,            0.004621,             0.59724,             0.93127
                 165,            0.046328,             0.40662,                   0,             0.87274,             0.88509,              0.9411,              0.6064,            0.047993,             0.79883,                   0,            0.004588,            0.004588,            0.004588,              0.6064,              0.9411
                 166,            0.043978,             0.34179,                   0,             0.87274,             0.88509,              0.9411,              0.6064,            0.047993,             0.79852,                   0,            0.004555,            0.004555,            0.004555,              0.6064,              0.9411
                 167,            0.039607,             0.37093,                   0,             0.65038,             0.84627,             0.82864,             0.54715,            0.051731,             0.82654,                   0,            0.004522,            0.004522,            0.004522,             0.54715,             0.82864
                 168,            0.049002,             0.45499,                   0,             0.65038,             0.84627,             0.82864,             0.54715,            0.051731,             0.82678,                   0,            0.004489,            0.004489,            0.004489,             0.54715,             0.82864
                 169,            0.045795,             0.36718,                   0,             0.90642,             0.88737,             0.94901,             0.60506,             0.04802,              0.7868,                   0,            0.004456,            0.004456,            0.004456,             0.60506,             0.94901
                 170,            0.042608,             0.32773,                   0,             0.90642,             0.88737,             0.94901,             0.60506,             0.04802,             0.78674,                   0,            0.004423,            0.004423,            0.004423,             0.60506,             0.94901
                 171,            0.042245,             0.37209,                   0,             0.78543,             0.80124,             0.87985,             0.58355,            0.050944,             0.83948,                   0,             0.00439,             0.00439,             0.00439,             0.58355,             0.87985
                 172,            0.045851,             0.39228,                   0,             0.78543,             0.80124,             0.87985,             0.58355,            0.050944,             0.83929,                   0,            0.004357,            0.004357,            0.004357,             0.58355,             0.87985
                 173,            0.047953,             0.43062,                   0,             0.81756,             0.92236,             0.92776,             0.58384,            0.048535,             0.84814,                   0,            0.004324,            0.004324,            0.004324,             0.58384,             0.92776
                 174,            0.043606,             0.37671,                   0,             0.81756,             0.92236,             0.92776,             0.58384,            0.048535,             0.84802,                   0,            0.004291,            0.004291,            0.004291,             0.58384,             0.92776
                 175,            0.041827,             0.40347,                   0,             0.88966,             0.90217,             0.94693,             0.61201,            0.047912,             0.82025,                   0,            0.004258,            0.004258,            0.004258,             0.61201,             0.94693
                 176,            0.041662,              0.3554,                   0,             0.88966,             0.90217,             0.94693,             0.61201,            0.047912,             0.82007,                   0,            0.004225,            0.004225,            0.004225,             0.61201,             0.94693
                 177,            0.040765,             0.36393,                   0,             0.73665,             0.86335,             0.87412,             0.53102,            0.052984,             0.84216,                   0,            0.004192,            0.004192,            0.004192,             0.53102,             0.87412
                 178,            0.043905,              0.3344,                   0,             0.73665,             0.86335,             0.87412,             0.53102,            0.052984,             0.84198,                   0,            0.004159,            0.004159,            0.004159,             0.53102,             0.87412
                 179,            0.049342,             0.41157,                   0,             0.89325,             0.89752,             0.94574,             0.62803,             0.04669,             0.79816,                   0,            0.004126,            0.004126,            0.004126,             0.62803,             0.94574
                 180,            0.038304,             0.32111,                   0,             0.89325,             0.89752,             0.94574,             0.62803,             0.04669,             0.79816,                   0,            0.004093,            0.004093,            0.004093,             0.62803,             0.94574
                 181,            0.043581,             0.40981,                   0,             0.82459,             0.86135,             0.90471,             0.57774,            0.052424,             0.87225,                   0,             0.00406,             0.00406,             0.00406,             0.57774,             0.90471
                 182,            0.046183,             0.34104,                   0,             0.82459,             0.86135,             0.90471,             0.57774,            0.052424,             0.87219,                   0,            0.004027,            0.004027,            0.004027,             0.57774,             0.90471
                 183,            0.042627,             0.36327,                   0,               0.887,             0.88978,             0.94104,             0.60689,            0.047383,             0.80542,                   0,            0.003994,            0.003994,            0.003994,             0.60689,             0.94104
                 184,            0.042903,             0.37184,                   0,               0.887,             0.88978,             0.94104,             0.60689,            0.047383,             0.80511,                   0,            0.003961,            0.003961,            0.003961,             0.60689,             0.94104
                 185,            0.041647,             0.35219,                   0,             0.76624,              0.8618,             0.87766,             0.49013,            0.055891,             0.82635,                   0,            0.003928,            0.003928,            0.003928,             0.49013,             0.87766
                 186,            0.047866,             0.35921,                   0,             0.76624,              0.8618,             0.87766,             0.49013,            0.055891,             0.82678,                   0,            0.003895,            0.003895,            0.003895,             0.49013,             0.87766
                 187,            0.045526,              0.3495,                   0,             0.88726,             0.90062,             0.94062,             0.59953,            0.047541,             0.78339,                   0,            0.003862,            0.003862,            0.003862,             0.59953,             0.94062
                 188,            0.046859,             0.45652,                   0,             0.88726,             0.90062,             0.94062,             0.59953,            0.047541,             0.78351,                   0,            0.003829,            0.003829,            0.003829,             0.59953,             0.94062
                 189,            0.041263,             0.34649,                   0,             0.87671,             0.89438,             0.93628,             0.60737,            0.048701,             0.79633,                   0,            0.003796,            0.003796,            0.003796,             0.60737,             0.93628
                 190,            0.043312,             0.39033,                   0,             0.87671,             0.89438,             0.93628,             0.60737,            0.048701,             0.79633,                   0,            0.003763,            0.003763,            0.003763,             0.60737,             0.93628
                 191,             0.04267,             0.41775,                   0,             0.89065,             0.90217,             0.94511,             0.62025,            0.046702,             0.83313,                   0,             0.00373,             0.00373,             0.00373,             0.62025,             0.94511
                 192,            0.038989,              0.3299,                   0,             0.89065,             0.90217,             0.94511,             0.62025,            0.046702,             0.83307,                   0,            0.003697,            0.003697,            0.003697,             0.62025,             0.94511
                 193,            0.048775,             0.48122,                   0,             0.85321,             0.90217,             0.92199,             0.57481,            0.049152,             0.93384,                   0,            0.003664,            0.003664,            0.003664,             0.57481,             0.92199
                 194,            0.041848,             0.36451,                   0,             0.85321,             0.90217,             0.92199,             0.57481,            0.049152,             0.93396,                   0,            0.003631,            0.003631,            0.003631,             0.57481,             0.92199
                 195,            0.041416,             0.37689,                   0,             0.88256,             0.90528,             0.94469,             0.62281,            0.046113,             0.86414,                   0,            0.003598,            0.003598,            0.003598,             0.62281,             0.94469
                 196,            0.039055,             0.35597,                   0,             0.88256,             0.90528,             0.94469,             0.62281,            0.046113,             0.86414,                   0,            0.003565,            0.003565,            0.003565,             0.62281,             0.94469
                 197,            0.035672,              0.3223,                   0,             0.89101,             0.90131,             0.94781,             0.62146,            0.046251,             0.79944,                   0,            0.003532,            0.003532,            0.003532,             0.62146,             0.94781
                 198,            0.038463,             0.34187,                   0,             0.89101,             0.90131,             0.94781,             0.62146,            0.046251,             0.79968,                   0,            0.003499,            0.003499,            0.003499,             0.62146,             0.94781
                 199,            0.038489,             0.37438,                   0,             0.89601,              0.8964,              0.9483,             0.62281,            0.046422,             0.81903,                   0,            0.003466,            0.003466,            0.003466,             0.62281,              0.9483
                 200,            0.038877,             0.36872,                   0,             0.89601,              0.8964,              0.9483,             0.62281,            0.046422,             0.81903,                   0,            0.003433,            0.003433,            0.003433,             0.62281,              0.9483
                 201,            0.038601,             0.32455,                   0,             0.86518,             0.88688,             0.93154,             0.59457,            0.049803,             0.82074,                   0,              0.0034,              0.0034,              0.0034,             0.59457,             0.93154
                 202,            0.048128,             0.46489,                   0,             0.86518,             0.88688,             0.93154,             0.59457,            0.049803,             0.82092,                   0,            0.003367,            0.003367,            0.003367,             0.59457,             0.93154
                 203,            0.042462,             0.37672,                   0,             0.87315,             0.90683,             0.94081,             0.62574,            0.047113,             0.80505,                   0,            0.003334,            0.003334,            0.003334,             0.62574,             0.94081
                 204,            0.038407,             0.31379,                   0,             0.87315,             0.90683,             0.94081,             0.62574,            0.047113,             0.80475,                   0,            0.003301,            0.003301,            0.003301,             0.62574,             0.94081
                 205,            0.038395,             0.36544,                   0,             0.88653,             0.89779,             0.94506,             0.61768,            0.047322,             0.81409,                   0,            0.003268,            0.003268,            0.003268,             0.61768,             0.94506
                 206,            0.043766,             0.38578,                   0,             0.88653,             0.89779,             0.94506,             0.61768,            0.047322,             0.81409,                   0,            0.003235,            0.003235,            0.003235,             0.61768,             0.94506
                 207,            0.045701,             0.47203,                   0,             0.88322,             0.90428,             0.94504,             0.60085,            0.047299,             0.85437,                   0,            0.003202,            0.003202,            0.003202,             0.60085,             0.94504
                 208,            0.041462,             0.32828,                   0,             0.88322,             0.90428,             0.94504,             0.60085,            0.047299,             0.85449,                   0,            0.003169,            0.003169,            0.003169,             0.60085,             0.94504
                 209,            0.040981,             0.38384,                   0,             0.89621,             0.90217,             0.94763,             0.63364,            0.046325,              0.8125,                   0,            0.003136,            0.003136,            0.003136,             0.63364,             0.94763
                 210,            0.040654,             0.35613,                   0,             0.89621,             0.90217,             0.94763,             0.63364,            0.046325,             0.81189,                   0,            0.003103,            0.003103,            0.003103,             0.63364,             0.94763
                 211,            0.041646,             0.38421,                   0,             0.87533,             0.90487,             0.94264,             0.59925,             0.04956,              0.8429,                   0,             0.00307,             0.00307,             0.00307,             0.59925,             0.94264
                 212,              0.0438,              0.3517,                   0,             0.87533,             0.90487,             0.94264,             0.59925,             0.04956,              0.8429,                   0,            0.003037,            0.003037,            0.003037,             0.59925,             0.94264
                 213,              0.0383,             0.37217,                   0,             0.89146,             0.90683,             0.94901,             0.64395,            0.045897,             0.80176,                   0,            0.003004,            0.003004,            0.003004,             0.64395,             0.94901
                 214,            0.041382,             0.42967,                   0,             0.89146,             0.90683,             0.94901,             0.64395,            0.045897,             0.80231,                   0,            0.002971,            0.002971,            0.002971,             0.64395,             0.94901
                 215,            0.038093,             0.38035,                   0,             0.90079,             0.90234,             0.94737,             0.62878,            0.045951,             0.79309,                   0,            0.002938,            0.002938,            0.002938,             0.62878,             0.94737
                 216,            0.042038,             0.34459,                   0,             0.90079,             0.90234,             0.94737,             0.62878,            0.045951,             0.79279,                   0,            0.002905,            0.002905,            0.002905,             0.62878,             0.94737
                 217,            0.042977,             0.37234,                   0,             0.88701,             0.90062,             0.94407,             0.62369,            0.047364,             0.79968,                   0,            0.002872,            0.002872,            0.002872,             0.62369,             0.94407
                 218,            0.040491,             0.35324,                   0,             0.88701,             0.90062,             0.94407,             0.62369,            0.047364,             0.79968,                   0,            0.002839,            0.002839,            0.002839,             0.62369,             0.94407
                 219,            0.044995,             0.40284,                   0,             0.88654,             0.89786,             0.94664,             0.62636,            0.046768,             0.81934,                   0,            0.002806,            0.002806,            0.002806,             0.62636,             0.94664
                 220,            0.039867,             0.33191,                   0,             0.88654,             0.89786,             0.94664,             0.62636,            0.046768,             0.81891,                   0,            0.002773,            0.002773,            0.002773,             0.62636,             0.94664
                 221,            0.040735,             0.39395,                   0,             0.88115,             0.89752,             0.94589,             0.62931,            0.046928,             0.82428,                   0,             0.00274,             0.00274,             0.00274,             0.62931,             0.94589
                 222,            0.039112,             0.35349,                   0,             0.88115,             0.89752,             0.94589,             0.62931,            0.046928,              0.8241,                   0,            0.002707,            0.002707,            0.002707,             0.62931,             0.94589
                 223,            0.036416,             0.32043,                   0,             0.89227,             0.90028,              0.9473,             0.62491,            0.046258,             0.80884,                   0,            0.002674,            0.002674,            0.002674,             0.62491,              0.9473
                 224,            0.038092,             0.32885,                   0,             0.89227,             0.90028,              0.9473,             0.62491,            0.046258,             0.80865,                   0,            0.002641,            0.002641,            0.002641,             0.62491,              0.9473
                 225,            0.036864,             0.34555,                   0,             0.89609,             0.89719,             0.94378,             0.60432,            0.047327,             0.80432,                   0,            0.002608,            0.002608,            0.002608,             0.60432,             0.94378
                 226,            0.039914,             0.40258,                   0,             0.89609,             0.89719,             0.94378,             0.60432,            0.047327,             0.80432,                   0,            0.002575,            0.002575,            0.002575,             0.60432,             0.94378
                 227,             0.04049,              0.3611,                   0,             0.88537,             0.89946,             0.94725,             0.62048,            0.046869,             0.82806,                   0,            0.002542,            0.002542,            0.002542,             0.62048,             0.94725
                 228,            0.039262,             0.35593,                   0,             0.88537,             0.89946,             0.94725,             0.62048,            0.046869,               0.828,                   0,            0.002509,            0.002509,            0.002509,             0.62048,             0.94725
                 229,            0.041126,             0.36816,                   0,             0.88468,             0.89342,             0.94487,              0.6214,            0.047054,             0.83289,                   0,            0.002476,            0.002476,            0.002476,              0.6214,             0.94487
                 230,            0.039139,             0.34204,                   0,             0.88468,             0.89342,             0.94487,              0.6214,            0.047054,             0.83276,                   0,            0.002443,            0.002443,            0.002443,              0.6214,             0.94487
                 231,             0.03761,             0.28791,                   0,             0.88803,             0.90062,              0.9464,             0.62851,             0.04628,             0.81055,                   0,             0.00241,             0.00241,             0.00241,             0.62851,              0.9464
                 232,            0.042127,             0.37083,                   0,             0.88803,             0.90062,              0.9464,             0.62851,             0.04628,             0.81018,                   0,            0.002377,            0.002377,            0.002377,             0.62851,              0.9464
                 233,            0.033688,             0.27751,                   0,              0.8977,             0.89931,             0.94495,             0.63629,            0.045767,             0.77863,                   0,            0.002344,            0.002344,            0.002344,             0.63629,             0.94495
                 234,             0.04061,             0.40413,                   0,              0.8977,             0.89931,             0.94495,             0.63629,            0.045767,             0.77911,                   0,            0.002311,            0.002311,            0.002311,             0.63629,             0.94495
                 235,            0.040246,             0.36793,                   0,              0.8975,             0.89738,             0.94663,             0.62835,             0.04547,             0.78857,                   0,            0.002278,            0.002278,            0.002278,             0.62835,             0.94663
                 236,            0.038448,             0.30011,                   0,              0.8975,             0.89738,             0.94663,             0.62835,             0.04547,               0.789,                   0,            0.002245,            0.002245,            0.002245,             0.62835,             0.94663
                 237,            0.039981,             0.35432,                   0,             0.88545,             0.89752,              0.9469,             0.62635,            0.045782,             0.80273,                   0,            0.002212,            0.002212,            0.002212,             0.62635,              0.9469
                 238,            0.043108,             0.45328,                   0,             0.88545,             0.89752,              0.9469,             0.62635,            0.045782,             0.80261,                   0,            0.002179,            0.002179,            0.002179,             0.62635,              0.9469
                 239,            0.041297,             0.33404,                   0,              0.8984,             0.90217,             0.94903,             0.62344,            0.046253,             0.80164,                   0,            0.002146,            0.002146,            0.002146,             0.62344,             0.94903
                 240,            0.039346,             0.38712,                   0,              0.8984,             0.90217,             0.94903,             0.62344,            0.046253,             0.80164,                   0,            0.002113,            0.002113,            0.002113,             0.62344,             0.94903
                 241,            0.036441,             0.27921,                   0,             0.90043,             0.89907,             0.94798,             0.61897,            0.046207,             0.79279,                   0,             0.00208,             0.00208,             0.00208,             0.61897,             0.94798
                 242,            0.038436,             0.31793,                   0,             0.90043,             0.89907,             0.94798,             0.61897,            0.046207,             0.79291,                   0,            0.002047,            0.002047,            0.002047,             0.61897,             0.94798
                 243,             0.04005,             0.40386,                   0,             0.88502,             0.89752,             0.94655,             0.63026,             0.04542,             0.79297,                   0,            0.002014,            0.002014,            0.002014,             0.63026,             0.94655
                 244,            0.041573,             0.35432,                   0,             0.88502,             0.89752,             0.94655,             0.63026,             0.04542,             0.79279,                   0,            0.001981,            0.001981,            0.001981,             0.63026,             0.94655
                 245,            0.035764,             0.33022,                   0,             0.89179,             0.89576,             0.94466,             0.63208,            0.045484,             0.79413,                   0,            0.001948,            0.001948,            0.001948,             0.63208,             0.94466
                 246,            0.039325,             0.39958,                   0,             0.89179,             0.89576,             0.94466,             0.63208,            0.045484,             0.79425,                   0,            0.001915,            0.001915,            0.001915,             0.63208,             0.94466
                 247,            0.042668,             0.35201,                   0,             0.88636,             0.90062,             0.94388,             0.62223,            0.046276,             0.81757,                   0,            0.001882,            0.001882,            0.001882,             0.62223,             0.94388
                 248,            0.035977,             0.32992,                   0,             0.88636,             0.90062,             0.94388,             0.62223,            0.046276,             0.81799,                   0,            0.001849,            0.001849,            0.001849,             0.62223,             0.94388
                 249,            0.037902,             0.31485,                   0,             0.88028,             0.91337,             0.94418,             0.63499,            0.045573,              0.8009,                   0,            0.001816,            0.001816,            0.001816,             0.63499,             0.94418
                 250,            0.036778,             0.32094,                   0,             0.88028,             0.91337,             0.94418,             0.63499,            0.045573,             0.80157,                   0,            0.001783,            0.001783,            0.001783,             0.63499,             0.94418
                 251,            0.037528,             0.32335,                   0,              0.8842,             0.90108,             0.94052,             0.62824,            0.045794,             0.80115,                   0,             0.00175,             0.00175,             0.00175,             0.62824,             0.94052
                 252,            0.039531,               0.386,                   0,              0.8842,             0.90108,             0.94052,             0.62824,            0.045794,             0.80133,                   0,            0.001717,            0.001717,            0.001717,             0.62824,             0.94052
                 253,            0.041734,             0.42337,                   0,              0.8849,             0.90839,             0.94342,             0.63689,            0.045629,             0.81433,                   0,            0.001684,            0.001684,            0.001684,             0.63689,             0.94342
                 254,            0.036626,             0.31564,                   0,              0.8849,             0.90839,             0.94342,             0.63689,            0.045629,             0.81458,                   0,            0.001651,            0.001651,            0.001651,             0.63689,             0.94342
                 255,            0.036123,             0.31568,                   0,             0.88442,             0.91304,             0.94436,             0.63733,            0.045367,             0.80634,                   0,            0.001618,            0.001618,            0.001618,             0.63733,             0.94436
                 256,            0.040849,             0.34822,                   0,             0.88442,             0.91304,             0.94436,             0.63733,            0.045367,             0.80627,                   0,            0.001585,            0.001585,            0.001585,             0.63733,             0.94436
                 257,            0.039917,             0.33488,                   0,             0.88208,             0.91149,              0.9407,             0.62299,            0.045833,             0.80634,                   0,            0.001552,            0.001552,            0.001552,             0.62299,              0.9407
                 258,            0.035646,             0.33195,                   0,             0.88208,             0.91149,              0.9407,             0.62299,            0.045833,             0.80676,                   0,            0.001519,            0.001519,            0.001519,             0.62299,              0.9407
                 259,            0.037316,             0.33519,                   0,             0.88568,             0.89023,             0.94278,             0.63674,             0.04536,             0.80865,                   0,            0.001486,            0.001486,            0.001486,             0.63674,             0.94278
                 260,            0.040405,             0.38107,                   0,             0.88568,             0.89023,             0.94278,             0.63674,             0.04536,             0.80835,                   0,            0.001453,            0.001453,            0.001453,             0.63674,             0.94278
                 261,            0.043001,             0.38365,                   0,             0.86795,             0.90373,             0.93759,             0.63051,            0.045752,             0.82556,                   0,             0.00142,             0.00142,             0.00142,             0.63051,             0.93759
                 262,            0.037345,             0.42513,                   0,             0.86795,             0.90373,             0.93759,             0.63051,            0.045752,             0.82507,                   0,            0.001387,            0.001387,            0.001387,             0.63051,             0.93759
                 263,            0.036801,             0.32287,                   0,             0.87186,             0.90839,             0.94038,              0.6373,            0.045367,             0.82587,                   0,            0.001354,            0.001354,            0.001354,              0.6373,             0.94038
                 264,            0.035989,             0.38473,                   0,             0.87186,             0.90839,             0.94038,              0.6373,            0.045367,             0.82556,                   0,            0.001321,            0.001321,            0.001321,              0.6373,             0.94038
                 265,            0.040376,             0.38986,                   0,              0.8781,             0.90599,             0.94139,             0.62723,            0.045691,             0.82843,                   0,            0.001288,            0.001288,            0.001288,             0.62723,             0.94139
                 266,            0.036616,             0.35457,                   0,              0.8781,             0.90599,             0.94139,             0.62723,            0.045691,             0.82861,                   0,            0.001255,            0.001255,            0.001255,             0.62723,             0.94139
                 267,             0.03772,             0.30381,                   0,              0.8827,             0.91146,             0.94373,              0.6431,            0.045192,             0.81763,                   0,            0.001222,            0.001222,            0.001222,              0.6431,             0.94373
                 268,            0.039029,             0.36324,                   0,              0.8827,             0.91146,             0.94373,              0.6431,            0.045192,             0.81763,                   0,            0.001189,            0.001189,            0.001189,              0.6431,             0.94373
                 269,            0.041899,             0.44323,                   0,             0.87733,             0.91304,             0.94182,             0.63886,             0.04532,             0.82947,                   0,            0.001156,            0.001156,            0.001156,             0.63886,             0.94182
                 270,            0.036877,             0.35432,                   0,             0.87733,             0.91304,             0.94182,             0.63886,             0.04532,             0.82916,                   0,            0.001123,            0.001123,            0.001123,             0.63886,             0.94182
                 271,            0.038908,             0.34798,                   0,             0.87337,             0.91304,             0.94156,             0.63758,            0.045348,              0.8302,                   0,             0.00109,             0.00109,             0.00109,             0.63758,             0.94156
                 272,            0.038885,             0.39306,                   0,             0.87337,             0.91304,             0.94156,             0.63758,            0.045348,              0.8299,                   0,            0.001057,            0.001057,            0.001057,             0.63758,             0.94156
                 273,            0.036165,             0.32815,                   0,             0.87805,             0.91304,             0.94182,             0.62718,            0.045521,             0.82623,                   0,            0.001024,            0.001024,            0.001024,             0.62718,             0.94182
                 274,            0.042579,             0.38601,                   0,             0.87805,             0.91304,             0.94182,             0.62718,            0.045521,             0.82605,                   0,            0.000991,            0.000991,            0.000991,             0.62718,             0.94182
                 275,            0.034712,             0.32524,                   0,             0.88277,             0.91205,             0.94387,               0.633,             0.04532,             0.82056,                   0,            0.000958,            0.000958,            0.000958,               0.633,             0.94387
                 276,            0.036369,             0.31845,                   0,             0.88277,             0.91205,             0.94387,               0.633,             0.04532,              0.8208,                   0,            0.000925,            0.000925,            0.000925,               0.633,             0.94387
                 277,            0.038838,             0.34966,                   0,             0.88228,             0.91304,             0.94484,             0.63514,            0.045173,             0.82489,                   0,            0.000892,            0.000892,            0.000892,             0.63514,             0.94484
                 278,            0.037638,              0.3693,                   0,             0.88228,             0.91304,             0.94484,             0.63514,            0.045173,             0.82483,                   0,            0.000859,            0.000859,            0.000859,             0.63514,             0.94484
                 279,            0.040164,             0.38855,                   0,             0.86497,             0.91615,              0.9433,             0.62905,            0.045456,             0.83777,                   0,            0.000826,            0.000826,            0.000826,             0.62905,              0.9433
                 280,             0.03952,             0.36658,                   0,             0.86497,             0.91615,              0.9433,             0.62905,            0.045456,             0.83807,                   0,            0.000793,            0.000793,            0.000793,             0.62905,              0.9433
                 281,            0.036735,             0.35292,                   0,             0.86939,             0.90683,             0.94342,             0.62566,            0.045608,             0.84467,                   0,             0.00076,             0.00076,             0.00076,             0.62566,             0.94342
                 282,            0.037927,             0.26933,                   0,             0.86939,             0.90683,             0.94342,             0.62566,            0.045608,             0.84534,                   0,            0.000727,            0.000727,            0.000727,             0.62566,             0.94342
                 283,            0.037739,             0.32887,                   0,             0.87368,             0.91287,             0.94297,              0.6276,            0.045491,             0.84106,                   0,            0.000694,            0.000694,            0.000694,              0.6276,             0.94297
                 284,            0.039639,             0.35873,                   0,             0.87368,             0.91287,             0.94297,              0.6276,            0.045491,             0.84058,                   0,            0.000661,            0.000661,            0.000661,              0.6276,             0.94297
                 285,            0.039186,             0.32054,                   0,             0.87548,              0.9177,             0.94312,              0.6298,            0.045464,             0.83411,                   0,            0.000628,            0.000628,            0.000628,              0.6298,             0.94312
                 286,            0.034555,             0.25981,                   0,             0.87548,              0.9177,             0.94312,              0.6298,            0.045464,             0.83411,                   0,            0.000595,            0.000595,            0.000595,              0.6298,             0.94312
                 287,            0.039908,              0.3979,                   0,             0.87041,             0.91783,             0.94181,             0.63151,             0.04538,             0.83636,                   0,            0.000562,            0.000562,            0.000562,             0.63151,             0.94181
                 288,            0.036383,             0.32054,                   0,             0.87041,             0.91783,             0.94181,             0.63151,             0.04538,              0.8363,                   0,            0.000529,            0.000529,            0.000529,             0.63151,             0.94181
